Title,Language,IMDb Rating,Running Time,Year of Release,Maturity Rating,Plot,hdr,uhd,subtitles,len_subtitles,len_audio,starring,directors,Title Type,Genre1,Genre2,Genre3,Original or Licensed,Trailer Available,# of Dubbing Languages,# of Subtitle Languages
Baar Baar Dekho,Hindi,5.3,135,2016,16+,"A workaholic mathematics professor, Jai (Siddharth Malhotra) who aspires to fulfil his dreams, but life takes a turn when his long time girlfriend, Diya (Katrina Kaif) proposes him for marriage. After consuming alcohol, Jai falls asleep and finds himself trapped as he travels to diverse portions of his life, unintentionally. Will Jai understand the importance of balance between work and family?",,,,,,,,Movie,Drama, International, Romance,Licensed,Yes,1,9
Daddy's Home 2,English,6,99,2017,16+,"When it comes to raising their kids, Dusty (Mark Wahlberg) and Brad (Will Ferrell) finally have this co-parenting thing down. That is, until their dads come to town, putting their newfound partnership to the ultimate test in this hilarious comedy.",,,,,,,,Movie,Comedy,,,Licensed,Yes,8,25
Guava Island,English,6.7,56,2019,13+,"On Guava Island, a local musician is determined to throw a festival for everyone to enjoy. A tropical thriller starring Donald Glover and Rihanna.",,,,,,,,Movie,Arts, Entertainment, Drama,Original,Yes,2,28
Make Us Dream,English,8,103,2018,16+,"Steven Gerrard became perhaps the greatest player in the history of Liverpool FC, but did so when success and trophies were declining. It became his personal mission to lift the famous club back to the top. That loyalty raised him to God-like status with Liverpool fans, but was an unbearable burden, bringing with it a profound sense of responsibility to live up to their and his own expectations.",,,,,,,,Documentary,Sports, International, Documentary,Original,No,5,29
Chatur Navra Chikni Bayko,Marathi,None,125,2004,13+,"A comedy of errors in the lives of lookalikes, Raja & Mahesh (Bharat Jadhav) both living opposite lives. Raja is a poor thief who sells stolen goods at Chor Bazaar while Mahesh is a rich doctor but a very forgetful person.",,,,,,,,Movie,International, Comedy,,Licensed,Yes,1,1
Iddari Lokam Okate,Telugu,5.4,126,2019,13+,"Iddari Lokam Okate is the story of Krishna & Satya, born on the same day, who come across each other several times during the course of their childhood & youth. They grow separately in different towns but each of their confluence causes drastic changes in their life. By taking 70s, 80s, 90s and 2000s the story builds on culture, music, lifestyles of the places & characters.",,,,,,,,Movie,Drama, Romance,,Licensed,Yes,1,5
Dabangg 3,Hindi,3.2,148,2019,13+,"Dabangg 3 is a high-voltage tongue-in-cheek story of a famous cop, Chulbul Pandey, an Uttar Pradesh cop who calls himself Robin Hood Pandey. Things take an unexpected turn when his past comes to haunt him as the face of the main antagonist of the film, Balli. Circumstances force Chulbul to take up the righteous path to protect his loved ones and family and do what is right in the eyes of the law.",,,,,,,,Movie,Action, Romance,,Licensed,Yes,1,7
Bhaagamathie,Telugu,7,137,2018,13+,Chanchala IAS (Anushka Shetty) who earlier was a PS to a Minister is targeted in a plot to defame him. She is in the prison accused of murder and is then shifted to an abandoned palace by ACP Sampath. Chanchala gets possessed by the dead Queen Bhagamathie. What is Bhagamathie’s revenge and how Chanchala intelligently gets out of the evil plot and the murder case is shown in the rest of the movie.,,,,,,,,Movie,Suspense, International, Adventure,Licensed,Yes,1,9
Master (Tamil),Tamil,7.1,177,2021,16+,"The film Master is about JD a Personality Development professor. He is addicted to alcohol due to depression. There comes a moment that forces him to leave the college and go work as a teacher at Juvenile for a few months. As JD spends time, he comes to understand that the youngsters of the detention home are being exploited by a deadly gangster Bhavani by pushing these young minds into addiction.",,,,,,,,Movie,Drama,,,Licensed,Yes,1,1
Tum Bin II,Hindi,4.8,140,2016,13+,"Taran (Neha Sharma) finds solace in Shekhar (Aditya Seal) while coping with the untimely death of her boyfriend Amar (Aashim Gulati). Love eventually finds a way as Shekhar helps Taran get on with her life. His companionship heals her wounds and almost mends her broken heart, until fate comes knocking…",,,,,,,,Movie,Romance, Drama, International,Licensed,Yes,1,3
Siddharth,Hindi,7.3,96,2013,All,A chain-wallah from Dehli travels across India in search of his missing son.,,,,,,,,Movie,Drama, International,,Licensed,Yes,1,3
Gandha,Marathi,7.6,99,2009,18+,"The sense of smell dominates the lives of three women from different walks of life. Veena is curious about her college mate Mangesh, Sarang deals with a divorce and Janaki struggles with isolation.",,,,,,,,Movie,Drama, International,,Licensed,Yes,1,2
Maharshi,Telugu,7.2,177,2019,7+,"Rishi, a millionaire businessman, returns to his homeland, where he becomes the champion of poor and downtrodden farmers. Directed by Vamsi Paidipally, Maharshi features Mahesh Babu and Pooja Hegde in central roles.",,,,,,,,Movie,Action, International, Drama,Licensed,Yes,1,17
Mission: Impossible - Rogue Nation,English,7.4,131,2015,13+,"With his organization shut down, agent Ethan Hunt and his team race against time to stop a dangerous network of rogue operatives turned traitors. To defeat them, he must join forces with an elusive agent as he faces his most impossible mission yet.",,,,,,,,Movie,Action,,,Licensed,No,1,1
Uncle Frank,English,7.3,94,2020,18+,"In 1973, when Frank Bledsoe and his 18-year-old niece Beth take a road trip from Manhattan to Creekville, South Carolina for the family patriarch's funeral, they're unexpectedly joined by Frank's lover Walid.",,,,,,,,Movie,Drama, Comedy, LGBTQ,Original,No,9,26
Pariyerum Perumal BA.BL,Tamil,8.7,152,2018,16+,"Pariyerum Perumal a.k.a Pariyan (Kathir) is a young man pursuing his law degree in Tirunelveli, Tamil Nadu. Back in his village, he has a hunting dog “Karuppi” (Black Girl). He roams around with her on the arid plains and forests near his village. When she is suddenly killed, he is devastated. His life is altered forever.",,,,,,,,Movie,International, Drama,,Licensed,Yes,1,7
Ayogya,Tamil,6.1,148,2019,13+,A corrupt police officer decides to alter his life choices and change his actions after her encounters the death of a young innocent child.,,,,,,,,Movie,Action, International, Drama,Licensed,Yes,1,9
Shaun the Sheep,English,7.3,85,2015,7+,"When Shaun decides to take the day off and have some fun, he gets a little more action than he bargained for. A mix up with the Farmer, a caravan and a very steep hill lead them all to the Big City and it's up to Shaun and the flock to return everyone safely to the green grass of home.",,,,,,,,Movie,Kids,Animation,,Licensed,No,1,7
Simply Irresistible,English,5.3,95,1999,13+,"A department store executive tries to resist falling in love with a young woman, who he believes possess magical powers after inheriting a restaurant.",,,,,,,,Movie,Comedy, Romance,,Licensed,No,1,1
Orange,Kannada,5.4,137,2018,13+,Ganesh a rich dude and a happy- go- lucky lad bumps into Khushi a bubbly girl full of energy and falls in love. He gathers the courage to talk to her but loses her in the crowd. Will Ganesh be able to find Khushi again? Will he be able to profess his love to her?,,,,,,,,Movie,Comedy, Romance,,Licensed,Yes,1,9
Chemical Hearts,English,6.2,93,2020,16+,"When a hopelessly romantic high school senior (Austin Abrams) falls for a mysterious new classmate (Lili Reinhart), it sets them both on an unexpected journey that teaches them about love, loss, and most importantly themselves.",,,,,,,,Movie,Drama, Young Adult Audience, Romance,Licensed,No,9,29
Durgamati - The Myth,Hindi,3.8,155,2020,16+,"In the skullduggery world of politics and crime, an innocent Chanchal has to put all on the line to prove her innocence and bring justice to Shakti and the people that he loved so much. As she gets embroiled deep in a web of deceit, Chanchal must face powers both natural and supernatural to fulfil her destiny.",,,,,,,,Movie,Horror, Suspense,,Licensed,Yes,1,1
Fantastic Mr. Fox,English,7.9,86,2009,13+,"George Clooney and Meryl Streep lend their voices to this animated family adventure about the fantastic Mr. Fox, a brilliant thief plotting the ultimate chicken heist.",,,,,,,,Movie,Kids,,,Licensed,No,1,12
Aadai,Tamil,6.3,131,2019,18+,A free-spirited girl gets the shock of her life when she finds herself without any clothes in an abandoned building after a late-night party.,,,,,,,,Movie,Drama, International,,Licensed,Yes,1,13
Transformers,English,7,143,2007,13+,"Dueling alien races, the Autobots and the Decepticons, bring their battle to Earth, leaving the future of humankind hanging in the balance.",,,,,,,,Movie,Action,,,Licensed,No,1,1
Doosara Aadmi,Hindi,7.1,143,1977,7+,"Kanu (Rishi Kapoor) and Timsi (Neetu Singh) decide to set up home and get married much against the wishes of their parents. Kanu sets up an advertising agency. All is going well at home and at work for the newly weds until Kanu decides to hire the services of an ace designer Nisha (Rakhee). DOOSRA AADMI is a film about intense relationships, love, friendship and marriage.",,,,,,,,Movie,International, Drama,,Licensed,Yes,1,1
Family Business,English,7.4,113,1989,18+,A family of career criminals tries to pull off one last heist.,,,,,,,,Movie,Drama,,,Licensed,Yes,7,21
Guess Who,English,5.9,105,2005,16+,"A man gets a very big surprise when he meets his prospective son in law in this comedy. Percy Jones (Bernie Mac) is the understandably proud father of Theresa (Zoe Saldana), a beautiful and intelligent young woman living in New York City. When Percy learns that his daughter is dating someone and things are getting serious, he decides to do some research, and learns that her beau is a solid busi...",,,,,,,,Movie,Comedy,,,Licensed,Yes,7,22
Falaknuma Das,Telugu,6.4,144,2019,18+,"A group of youngsters led by Das establish themselves as the top gang in Falaknuma. However, their attempts to monopolise the meat business in the area leads to some unexpected consequences and drives them down a path of violence.",,,,,,,,Movie,Action, Drama, International,Licensed,Yes,1,11
Darbar (Malayalam),Malayalam,6.1,158,2020,13+,A police officer on a chase to hunt down a dreaded gangster for fulfilling his own secret agenda.,,,,,,,,Movie,Action, International, Drama,Licensed,Yes,1,1
Bachna Ae Haseeno,Hindi,6.1,152,2008,13+,"Meet Raj (Ranbir Kapoor),who keeps falling in love. It’s not his fault that he’s a heartbreaker. Come discover his three love stories; Raj & Mahi (Minissha Lamba), Raj & Radhika (Bipasha Basu), Raj & Gayatri (Deepika Padukone). Different ladyloves at different times in his life. And each of them, teach him a little bit about love & a little bit about life, in their own sweet, sexy or sassy way.",,,,,,,,Movie,International, Drama, Romance,Licensed,Yes,1,10
Sylvie's Love,English,6.7,116,2020,16+,"When a young woman meets an aspiring saxophonist in her father’s record shop in 1950s Harlem, their love ignites a sweeping romance that transcends changing times, geography, and professional success.",,,,,,,,Movie,Drama,,,Original,Yes,9,29
Sui Dhaaga - Made In India,Hindi,6.8,122,2018,7+,"""Sui Dhaaga - Made in India"" is a heart-warming story of pride and self-reliance. Through Mauji (Varun Dhawan) & his wife Mamta (Anushka Sharma), the film talks about the need of entrepreneurship as a tool for social & economic development of our artisans. Set in a small town in India, it is the journey of an honest man from a humble background,who pursues his passion, overcoming all odds",,,,,,,,Movie,International, Drama,,Licensed,Yes,1,14
She's Out of My League,English,6.4,104,2010,13+,"In this comedy, Kirk, an average guy, can’t believe his luck when the successful and gorgeous babe Molly falls for him. His smart-ass friends, his crazy family, and even his obnoxious ex-girlfriend are just as shocked as he is.",,,,,,,,Movie,Comedy,,,Licensed,Yes,12,30
Thugs Of Hindostan (Telugu),Telugu,None,164,2018,16+,A story about one man’s love for his nation and another’s love for power. An epic adventure filled with edge-of-the-seat thrills and war on the seas.,,,,,,,,Movie,Drama, Suspense, Action,Licensed,Yes,1,16
Just My Luck,English,5.4,102,2006,All,"Sexy Manhattanite Ashley (Lindsay Lohan) is known to many as the luckiest woman around. After a chance encounter with a down and out young man (Chris Pine), however, she realizes that she's swapped her fortune for his.",,,,,,,,Movie,Comedy, Young Adult Audience, Romance,Licensed,Yes,8,22
Kollek,English,5.9,55,1995,18+,"Kollek chronicles the life of one of Israel's founding fathers, Teddy Kollek, from his days as a Zionist leader to his rescue of 3,000 Jews and his 29 years as mayor of Jerusalem.",,,,,,,,Documentary,Documentary,,,Licensed,Yes,2,20
